project,test,flakylens_predicted,real_error_category,exception_type
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[36],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[37],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[37],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[38],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[38],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.MainClassTests#buildFromRunTask,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.FlatdirTests#flatdir,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.WarPackagingTests#onlyJettyIsPackackedInWebInfLibProvided,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.WarPackagingTests#onlyTomcatIsPackackedInWebInfLibProvided,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.ClassifierTests#classifierInBootExtension,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.ClassifierTests#classifierInBootTask,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.MultiProjectRepackagingTests#repackageWithCommonFileDependency,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.MultiProjectRepackagingTests#repackageWithTransitiveFileDependency,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.CustomVersionManagementTests#customSpringVersionIsUsed,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.CustomVersionManagementTests#exclusionsAreStillInPlace,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.InstallTests#cleanInstallApp,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.InstallTests#cleanInstallVersionManagement,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.InstallTests#cleanInstall,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingEnabled,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingEnabledWithCustomRepackagedJar,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingDisabledWithCustomRepackagedJarUsingStringJarTaskReference,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingEnableWithCustomRepackagedJarUsingStringJarTaskReference,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackageWithFileDependency,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingDisabled,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingDisabledWithCustomRepackagedJar,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.SpringLoadedTests#defaultJvmArgsArePreservedWhenLoadedAgentIsConfigured,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.gradle.SpringLoadedTests#springLoadedCanBeUsedWithGradle16,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,sample.atomikos.SampleAtomikosApplicationTests#testTransactionRollback,Not Flaky,Unclear,org.springframework.jms.UncategorizedJmsException
spring-projects-spring-boot,sample.data.elasticsearch.SampleElasticsearchApplicationTests#testDefaultSettings,Not Flaky,Async Wait,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#spockAndJunitTester,Not Flaky,Async Wait,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#integrationAutoConfigEmbeddedTest,Not Flaky,Async Wait,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#spockTester,Not Flaky,Async Wait,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#integrationAutoConfigTest,Not Flaky,Async Wait,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#verifyFailures,Not Flaky,Async Wait,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#integrationTest,Not Flaky,Async Wait,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.DirectorySourcesIntegrationTests#runPathPattern,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.DirectorySourcesIntegrationTests#runDirectory,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.DirectorySourcesIntegrationTests#runDirectoryRecursive,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.ClassLoaderIntegrationTests#runWithIsolatedClassLoader,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.command.CommandRunnerIntegrationTests#debugAddsAutoconfigReport,Not Flaky,Unclear,java.lang.AssertionError:
spring-projects-spring-boot,org.springframework.boot.cli.GrabCommandIntegrationTests#customMetadata,Not Flaky,Async Wait,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.ReproIntegrationTests#securityDependencies,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.ReproIntegrationTests#dataJpaDependencies,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.ReproIntegrationTests#grabAntBuilder,Not Flaky,Async Wait,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.ReproIntegrationTests#shellDependencies,Not Flaky,Order Dependent,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#beansSample,Not Flaky,Order Dependent,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#templateSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#xmlSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#webSample,Not Flaky,Order Dependent,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#uiSample,Not Flaky,Order Dependent,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#deviceSample,Not Flaky,Order Dependent,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#jmsSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#caching,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#httpSample,Not Flaky,Async Wait,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#jobSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#actuatorSample,Not Flaky,Order Dependent,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#appSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#txSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#jobWebSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#reactorSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#integrationSample,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#dependencyResolution,Not Flaky,Async Wait,org.springframework.boot.cli.compiler.grape.DependencyResolutionFailedException
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#resolutionWithClassifier,Not Flaky,Async Wait,org.springframework.boot.cli.compiler.grape.DependencyResolutionFailedException
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#dependencyResolutionWithCustomClassLoader,Not Flaky,Async Wait,org.springframework.boot.cli.compiler.grape.DependencyResolutionFailedException
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#pomDependencyResolutionViaType,Not Flaky,Async Wait,org.springframework.boot.cli.compiler.grape.DependencyResolutionFailedException
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#nonTransitiveDependencyResolution,Not Flaky,Async Wait,org.springframework.boot.cli.compiler.grape.DependencyResolutionFailedException
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#dependencyResolutionWithExclusions,Not Flaky,Async Wait,org.springframework.boot.cli.compiler.grape.DependencyResolutionFailedException
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#pomDependencyResolutionViaExt,Not Flaky,Async Wait,org.springframework.boot.cli.compiler.grape.DependencyResolutionFailedException
spring-projects-spring-boot,sample.liquibase.SampleLiquibaseApplicationTests#testDefaultSettings,Not Flaky,Async Wait,org.springframework.beans.factory.BeanCreationException
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#cacheCanUseCriteriaBesidesVariantObeyed,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#requestOnlyIfCachedWithNoResponseCached,Not Flaky,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#maxAgePreferredWithMaxAgeAndExpires,Not Flaky,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#contentLocationDoesNotPopulateCache,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#clientPrematureDisconnectWithNoLengthHeaders,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#setIfModifiedSince,Time,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#noDefaultExpirationForUrlsWithQueryString,Not Flaky,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#maxAgeInTheFutureWithDateHeader,Not Flaky,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#serverReturnsDocumentOlderThanCache,Time,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#responseCachingAndInputStreamSkipWithChunkedEncoding,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#clientSuppliedConditionWithoutCachedResult,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#requestPragmaNoCache,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#cacheControlNoStoreAndExpirationDateInTheFuture,Not Flaky,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#getHeadersDeletesCached100LevelWarnings,Async Wait,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#clientPrematureDisconnectWithContentLengthHeader,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#etag,Not Flaky,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#authorizationResponseCachedWithMustRevalidate,Not Flaky,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#maxAgePreferredOverLowerSharedMaxAge,Not Flaky,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#responseCachingAndRedirects,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.AsyncApiTest#redirect,Async Wait,Async Wait,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#receiveGoAwayHttp2,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#pushPromiseStream,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#serverClosesClientInputStream,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#replyWithNoData,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#headersOnlyStreamIsClosedAfterReplyHeaders,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#readSendsWindowUpdateHttp2,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#remoteSendsDataAfterInFinished,Async Wait,Unclear,java.io.IOException
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#initialSettingsWithWindowSizeAdjustsConnection,Async Wait,Unclear,java.lang.NullPointerException:
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#maxFrameSizeHonored,Async Wait,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#peerHttp2ServerZerosCompressionTable,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#responseSourceHeaderConditionalCacheNotFetched,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#responseCaching_410,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#clientPrematureDisconnectWithChunkedEncoding,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#statisticsConditionalCacheMiss,Time,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#expirationDateInThePastWithLastModifiedHeader,Time,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#responseSourceHeaderFetched,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#responseCachingByResponseCode,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithFixedLengthRequestForLargeRequest,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response300MultipleChoiceWithPost,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#digestAuthentication,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#requestBodySurvivesRetriesWithFixedLength,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectRetriesUntilConnectedOrFailed,Async Wait,Unclear,java.lang.AssertionError:
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpProxyToHttpsUsingBadProxyAndHttpResponseCache,Async Wait,Unclear,java.lang.NoSuchMethodError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#canSetNegativeChunkedStreamingMode,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#requestBodySurvivesRetriesWithBufferedBody,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#emptyResponseHeaderNameIsLenient,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#gzipWithRedirectAndConnectionReuse,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#redirectedWithNoLengthHeaders,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#fullyBufferedPostIsTooShort,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#fixedLengthUpload_smallBuffers,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithChunkedRequestForSmallRequest,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#chunkedUpload_byteByByte,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#redirectedWithChunkedEncoding,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#setInvalidRequestMethodLowercase,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#fullyBufferedPostIsTooLong,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#authenticateRealmUppercase,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithBufferedRequestForSmallRequest,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#inputStreamAvailableWithContentLengthHeader,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#setProtocols,Not Flaky,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectionCloseInRequest,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response307WithOptions,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#getOutputStreamOnGetFails,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#earlyDisconnectDoesntHarmPoolingWithFixedLengthEncoding,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#unauthorizedResponseHandling,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#clientConfiguredCustomContentEncoding,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#cannotSetNegativeFixedLengthStreamingMode,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response303SeeOtherWithPost,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#chunkedUpload_smallBuffers,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#setInvalidRequestMethodConnect,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#serverShutdownOutput,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#responseHeaders,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#fixedLengthUpload_largeBuffers,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#singleByteReadIsSigned,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithFixedLengthRequestForSmallRequest,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#serverSendsInvalidCodeTooLarge,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response305UseProxy,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#readAfterLastByte,Not Flaky,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#serverShutdownInput,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#inputStreamAvailableWithNoLengthHeaders,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#zeroLengthPut,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response307WithHead,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response307WithPost,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response302MovedTemporarilyWithPost,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#authenticateWithChunkedStreaming,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#nonHexChunkSize,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#requestBodySurvivesRetriesWithChunkedStreaming,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#getContentLengthConnects,Not Flaky,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#contentDisagreesWithChunkedHeader,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaProxyUsingProxySystemProperty,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithChunkedRequestForLargeRequest,Order Dependent,Unclear,java.net.SocketException
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#veryLargeFixedLengthRequest,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#zeroLengthPost,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#getContent,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#setProtocolsWithoutHttp11,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#disconnectedConnection,Async Wait,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#getRequestPropertyReturnsLastValue,Order Dependent,Unclear,java.lang.AssertionError
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#responseCacheReturnsNullOutputStream,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue580Test#runNoCloseBlockingTestScenario7,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario0,Not Flaky,Async Wait,java.lang.Exception
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario1,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario2,Not Flaky,Async Wait,java.lang.Exception
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario3,Not Flaky,Async Wait,java.lang.Exception
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario4,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario5,Not Flaky,Async Wait,java.lang.Exception
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario6,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario7,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario8,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario9,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario0,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario1,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario2,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario3,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario4,Not Flaky,Async Wait,java.lang.Exception
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario5,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario6,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario7,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario8,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario9,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.issues.Issue677Test#testIssue,Not Flaky,Unclear,java.lang.AssertionError
tootallnate-java-websocket,org.java_websocket.protocols.ProtoclHandshakeRejectionTest#testHandshakeRejectionTestCase10,Not Flaky,Unclear,java.lang.AssertionError
undertow-io-undertow,io.undertow.server.handlers.DateHandlerTestCase#testDateHandler,Not Flaky,Unclear,java.lang.AssertionError
undertow-io-undertow,io.undertow.server.security.DigestAuthenticationAuthTestCase#testDigestSuccess,Not Flaky,Unclear,java.lang.AssertionError
