project,test,match_status,exception_type,category,message
spring-projects-spring-boot,org.springframework.boot.gradle.WarPackagingTests#onlyJettyIsPackackedInWebInfLibProvided,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.WarPackagingTests#onlyTomcatIsPackackedInWebInfLibProvided,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.ClassifierTests#classifierInBootExtension,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.ClassifierTests#classifierInBootTask,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.MultiProjectRepackagingTests#repackageWithCommonFileDependency,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.MultiProjectRepackagingTests#repackageWithTransitiveFileDependency,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.CustomVersionManagementTests#customSpringVersionIsUsed,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.CustomVersionManagementTests#exclusionsAreStillInPlace,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.InstallTests#cleanInstallApp,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.InstallTests#cleanInstallVersionManagement,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.InstallTests#cleanInstall,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingEnabled,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingEnabledWithCustomRepackagedJar,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingDisabledWithCustomRepackagedJarUsingStringJarTaskReference,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingEnableWithCustomRepackagedJarUsingStringJarTaskReference,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackageWithFileDependency,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingDisabled,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.RepackagingTests#repackagingDisabledWithCustomRepackagedJar,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.SpringLoadedTests#defaultJvmArgsArePreservedWhenLoadedAgentIsConfigured,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.SpringLoadedTests#springLoadedCanBeUsedWithGradle16,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,sample.atomikos.SampleAtomikosApplicationTests#testTransactionRollback,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,sample.data.elasticsearch.SampleElasticsearchApplicationTests#testDefaultSettings,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#spockAndJunitTester,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#integrationAutoConfigEmbeddedTest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#spockTester,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#integrationAutoConfigTest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#verifyFailures,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.TestCommandIntegrationTests#integrationTest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.DirectorySourcesIntegrationTests#runPathPattern,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.DirectorySourcesIntegrationTests#runDirectory,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.DirectorySourcesIntegrationTests#runDirectoryRecursive,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.ClassLoaderIntegrationTests#runWithIsolatedClassLoader,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.command.CommandRunnerIntegrationTests#debugAddsAutoconfigReport,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.GrabCommandIntegrationTests#customMetadata,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.ReproIntegrationTests#securityDependencies,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.ReproIntegrationTests#dataJpaDependencies,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.ReproIntegrationTests#grabAntBuilder,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.ReproIntegrationTests#shellDependencies,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#beansSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#templateSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#xmlSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#webSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#uiSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#deviceSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#jmsSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#caching,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#httpSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#jobSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#actuatorSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#appSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#txSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#jobWebSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#reactorSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.SampleIntegrationTests#integrationSample,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#dependencyResolution,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#resolutionWithClassifier,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#dependencyResolutionWithCustomClassLoader,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#pomDependencyResolutionViaType,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#nonTransitiveDependencyResolution,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#dependencyResolutionWithExclusions,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests#pomDependencyResolutionViaExt,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,sample.liquibase.SampleLiquibaseApplicationTests#testDefaultSettings,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#cacheCanUseCriteriaBesidesVariantObeyed,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#requestOnlyIfCachedWithNoResponseCached,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#maxAgePreferredWithMaxAgeAndExpires,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#contentLocationDoesNotPopulateCache,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#clientPrematureDisconnectWithNoLengthHeaders,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#setIfModifiedSince,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#noDefaultExpirationForUrlsWithQueryString,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#maxAgeInTheFutureWithDateHeader,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#serverReturnsDocumentOlderThanCache,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#responseCachingAndInputStreamSkipWithChunkedEncoding,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#clientSuppliedConditionWithoutCachedResult,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#requestPragmaNoCache,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#cacheControlNoStoreAndExpirationDateInTheFuture,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#getHeadersDeletesCached100LevelWarnings,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#clientPrematureDisconnectWithContentLengthHeader,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#etag,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#authorizationResponseCachedWithMustRevalidate,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#maxAgePreferredOverLowerSharedMaxAge,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#responseCachingAndRedirects,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.AsyncApiTest#redirect,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#receiveGoAwayHttp2,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#pushPromiseStream,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#serverClosesClientInputStream,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#replyWithNoData,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#headersOnlyStreamIsClosedAfterReplyHeaders,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#readSendsWindowUpdateHttp2,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#remoteSendsDataAfterInFinished,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#initialSettingsWithWindowSizeAdjustsConnection,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#maxFrameSizeHonored,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.spdy.SpdyConnectionTest#peerHttp2ServerZerosCompressionTable,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#responseSourceHeaderConditionalCacheNotFetched,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#responseCaching_410,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#clientPrematureDisconnectWithChunkedEncoding,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#statisticsConditionalCacheMiss,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#expirationDateInThePastWithLastModifiedHeader,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#responseSourceHeaderFetched,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#responseCachingByResponseCode,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithFixedLengthRequestForLargeRequest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response300MultipleChoiceWithPost,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#digestAuthentication,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#requestBodySurvivesRetriesWithFixedLength,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectRetriesUntilConnectedOrFailed,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpProxyToHttpsUsingBadProxyAndHttpResponseCache,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#canSetNegativeChunkedStreamingMode,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#requestBodySurvivesRetriesWithBufferedBody,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#emptyResponseHeaderNameIsLenient,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#gzipWithRedirectAndConnectionReuse,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#redirectedWithNoLengthHeaders,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#fullyBufferedPostIsTooShort,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#fixedLengthUpload_smallBuffers,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithChunkedRequestForSmallRequest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#chunkedUpload_byteByByte,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#redirectedWithChunkedEncoding,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#setInvalidRequestMethodLowercase,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#fullyBufferedPostIsTooLong,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#authenticateRealmUppercase,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithBufferedRequestForSmallRequest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#inputStreamAvailableWithContentLengthHeader,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#setProtocols,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectionCloseInRequest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response307WithOptions,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#getOutputStreamOnGetFails,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#earlyDisconnectDoesntHarmPoolingWithFixedLengthEncoding,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#unauthorizedResponseHandling,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#clientConfiguredCustomContentEncoding,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#cannotSetNegativeFixedLengthStreamingMode,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response303SeeOtherWithPost,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#chunkedUpload_smallBuffers,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#setInvalidRequestMethodConnect,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#serverShutdownOutput,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#responseHeaders,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#fixedLengthUpload_largeBuffers,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#singleByteReadIsSigned,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithFixedLengthRequestForSmallRequest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#serverSendsInvalidCodeTooLarge,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response305UseProxy,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#readAfterLastByte,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#serverShutdownInput,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#inputStreamAvailableWithNoLengthHeaders,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#zeroLengthPut,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response307WithHead,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response307WithPost,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#response302MovedTemporarilyWithPost,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#authenticateWithChunkedStreaming,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#nonHexChunkSize,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#requestBodySurvivesRetriesWithChunkedStreaming,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#getContentLengthConnects,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#contentDisagreesWithChunkedHeader,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaProxyUsingProxySystemProperty,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#postFailsWithChunkedRequestForLargeRequest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#veryLargeFixedLengthRequest,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#zeroLengthPost,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#getContent,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#setProtocolsWithoutHttp11,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#disconnectedConnection,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#getRequestPropertyReturnsLastValue,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#responseCacheReturnsNullOutputStream,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue580Test#runNoCloseBlockingTestScenario7,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario0,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario1,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario2,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario3,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario4,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario5,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
